#{"t_start": 1624603073.407617, "env_id": null}
r,l,t
0.034544,999,27.014147
0.059474,999,30.769353
0.108804,999,34.557267
0.001873,999,38.347304
0.110491,999,42.159502
0.149045,999,45.991502
-0.039044,999,49.778667
0.109647,999,53.589028
0.049393,999,57.443282
0.093301,999,61.236642
-0.006792,999,65.028932
0.03343,999,68.803606
-0.041082,999,72.58416
0.042173,999,76.480839
0.163103,999,80.290017
0.208998,999,84.115822
0.050848,999,87.998469
0.118244,999,91.85342
0.142436,999,95.79139
0.145109,999,99.652137
0.015898,999,103.82292
0.011711,999,107.749301
0.088653,999,112.279586
0.072113,999,116.085836
0.207202,999,119.887665
0.110653,999,123.687933
0.074175,999,127.456554
0.06106,999,131.19087
0.148094,999,134.930648
0.087547,999,138.655951
0.257895,999,142.374095
0.160173,999,146.083169
0.182548,999,149.781361
0.045572,999,153.482864
0.215722,999,157.199044
0.190569,999,160.925976
-0.007104,999,164.870009
0.167686,999,168.869628
0.119294,999,172.694568
0.054275,999,176.66429
0.127434,999,180.822946
0.216386,999,185.227258
0.092492,999,189.261126
0.231261,999,193.287328
0.191494,999,197.336937
0.228105,999,201.419253
0.168482,999,205.55878
0.193336,999,209.421359
0.274248,999,213.948246
0.204496,999,218.005747
0.30647,999,241.411456
0.289436,999,245.315765
0.248317,999,249.239024
0.13953,999,252.956722
0.157827,999,256.769677
0.259155,999,260.585361
0.140102,999,264.31162
0.303031,999,268.155105
0.18809,999,271.909086
0.239491,999,275.651027
0.106918,999,279.365384
0.187115,999,283.08587
0.230961,999,286.880109
0.25986,999,290.953993
0.231281,999,295.073471
0.230743,999,298.812082
0.204525,999,302.567349
0.291271,999,306.376521
0.358895,999,310.491319
0.234597,999,314.867691
0.322691,999,319.237512
0.143733,999,323.040544
0.276431,999,327.480149
0.212753,999,331.732108
0.242632,999,336.004989
0.533647,999,340.05555
0.160171,999,343.913907
0.381179,999,347.775306
0.254442,999,351.856359
0.401697,999,355.580886
0.205936,999,359.294233
0.340631,999,363.728163
0.402524,999,367.669949
0.226827,999,371.579203
0.422711,999,375.480263
0.280999,999,379.260181
0.38461,999,383.095917
0.434719,999,387.011738
0.395445,999,390.759243
0.287519,999,394.568411
0.364062,999,398.415608
0.333459,999,402.189841
0.494259,999,405.9487
0.342886,999,409.710918
0.338795,999,413.463175
0.300542,999,417.422681
0.386043,999,421.35539
0.402974,999,425.350428
0.302472,999,429.15838
0.413346,999,433.068754
0.305912,999,456.181227
0.264488,999,459.974462
0.479568,999,463.818102
0.402701,999,468.003457
0.463785,999,471.749133
0.392401,999,475.562444
0.333008,999,479.355441
0.359968,999,483.160045
0.497203,999,487.166075
0.328706,999,491.192569
0.366762,999,495.691603
0.285508,999,500.053411
0.426033,999,504.292858
0.278709,999,508.223212
0.356316,999,511.928959
0.219282,999,515.804889
0.365142,999,519.600418
0.320973,999,523.597432
0.448263,999,527.456018
0.417117,999,531.931613
0.361306,999,535.830121
0.316894,999,540.259678
0.453759,999,544.86762
0.513262,999,548.980376
0.433279,999,552.789284
0.422065,999,556.543421
0.440765,999,560.414822
0.445927,999,564.74088
0.394324,999,569.240927
0.460309,999,573.111599
0.374734,999,576.857049
0.329677,999,580.605006
0.380028,999,584.34879
0.430851,999,588.088159
0.382696,999,592.149006
0.427142,999,595.895802
0.501628,999,600.100887
0.353824,999,603.836023
0.528157,999,607.575588
0.473162,999,611.322417
0.408401,999,615.213215
0.510418,999,619.148953
0.497975,999,622.9906
0.483513,999,626.91459
0.473233,999,630.776127
0.509875,999,634.668791
0.432787,999,639.049877
0.487062,999,643.425737
0.471683,999,647.844748
0.514084,999,651.680428
0.608039,999,674.886568
0.427187,999,678.747677
0.528373,999,682.801603
0.58137,999,686.68437
0.616754,999,690.489276
0.548038,999,694.364099
0.484449,999,698.09241
0.537794,999,701.859435
0.447047,999,705.77455
0.48544,999,709.64117
0.539629,999,713.467282
0.554436,999,718.096537
0.46935,999,721.890407
0.535656,999,725.746991
0.515337,999,729.559355
0.555093,999,733.356207
0.608793,999,737.148073
0.489069,999,741.083031
0.645486,999,744.969532
0.446611,999,749.071206
0.588751,999,752.880155
0.503407,999,756.643107
0.533898,999,760.427464
