#{"t_start": 1624603073.4077435, "env_id": null}
r,l,t
0.696535,999,3717.494859
0.869164,999,3721.234427
0.671697,999,3724.970022
0.759273,999,3728.711015
0.264914,999,3732.433154
0.651455,999,3736.163337
0.764152,999,3739.902683
0.713741,999,3743.630535
0.646793,999,3747.349797
0.874702,999,3751.088403
0.727989,999,3754.830019
0.725523,999,3758.559679
0.522173,999,3762.29022
0.579279,999,3785.006666
0.573951,999,3788.785134
0.505686,999,3792.558925
0.601795,999,3796.303718
0.232417,999,3800.046341
0.604732,999,3803.774322
0.73081,999,3807.515068
0.758778,999,3811.25795
0.710361,999,3814.994995
0.645309,999,3818.729826
0.567997,999,3822.455407
0.615978,999,3826.180118
0.576614,999,3829.919216
0.693672,999,3833.64558
0.765938,999,3837.373179
0.726076,999,3841.098051
0.655034,999,3844.818684
0.615801,999,3848.547261
0.806176,999,3852.28561
0.807544,999,3856.016279
0.732619,999,3859.745304
0.686729,999,3863.485507
0.780616,999,3867.200583
0.769159,999,3870.933373
0.723357,999,3874.656065
0.50724,999,3878.386777
0.713966,999,3882.103679
0.725392,999,3885.832313
0.758591,999,3889.561382
0.691009,999,3893.284477
0.846577,999,3897.032649
0.747318,999,3900.766286
0.725305,999,3904.488975
0.619861,999,3908.211948
0.701176,999,3911.923341
0.830697,999,3915.662441
0.779837,999,3919.373903
0.692548,999,3923.098057
0.699632,999,3926.815809
0.688902,999,3930.536556
0.830705,999,3934.263158
0.631114,999,3938.015126
0.774847,999,3941.733648
0.737662,999,3945.460675
0.693898,999,3949.184053
0.802182,999,3952.90655
0.791646,999,3956.627743
0.831613,999,3960.360941
0.732914,999,3964.092016
0.706205,999,3967.812027
0.707992,999,3990.689659
0.804728,999,3994.520104
0.671623,999,3998.374387
0.791967,999,4002.19382
0.670952,999,4006.001466
0.744727,999,4009.826303
0.624331,999,4013.649875
0.817115,999,4017.471545
0.613527,999,4021.292678
0.660003,999,4025.110968
0.854651,999,4028.938172
0.56107,999,4032.764049
0.42605,999,4036.581789
0.665339,999,4040.386646
0.80449,999,4044.179096
0.555185,999,4048.003565
0.762276,999,4051.818781
0.740344,999,4055.659188
0.691943,999,4059.490932
0.787849,999,4063.308486
0.564276,999,4067.12854
0.685848,999,4070.949546
0.866229,999,4074.778042
0.588853,999,4078.60461
0.702442,999,4082.426599
0.772153,999,4086.25282
0.764157,999,4090.075759
0.366765,999,4093.901927
0.815906,999,4097.732391
0.812186,999,4101.556212
0.660181,999,4105.380028
0.701782,999,4109.188791
0.698455,999,4113.017066
0.57549,999,4116.840847
0.814972,999,4120.664052
0.644782,999,4124.494413
0.687247,999,4128.318351
0.620277,999,4132.148527
0.738797,999,4135.954015
0.782289,999,4139.761734
0.724853,999,4143.590339
0.655267,999,4147.414633
0.690029,999,4151.237244
0.797642,999,4155.048433
0.825951,999,4158.863183
0.778341,999,4162.680808
0.789465,999,4166.50508
0.528059,999,4170.330508
0.821131,999,4174.154598
0.792427,999,4177.679848
0.777045,999,4200.580037
0.835083,999,4204.463075
0.746283,999,4208.339002
0.695385,999,4212.172075
0.716963,999,4215.998539
0.70107,999,4219.823995
0.686964,999,4223.649059
0.781299,999,4227.477017
0.853583,999,4231.305578
0.801273,999,4235.138877
0.663701,999,4238.957152
0.7489,999,4242.779249
0.818533,999,4246.604921
0.848729,999,4250.427426
0.854488,999,4254.247737
0.717297,999,4258.071267
0.809145,999,4261.896387
0.771583,999,4265.732688
0.702057,999,4269.561783
0.817507,999,4273.395492
0.775936,999,4277.218868
0.796387,999,4281.048771
0.773879,999,4284.862576
0.757608,999,4288.684591
0.701077,999,4292.519586
0.789603,999,4296.342882
0.754681,999,4300.168812
0.742436,999,4303.998169
0.710115,999,4307.825453
0.760479,999,4311.657701
0.741238,999,4315.503144
0.793592,999,4319.324811
0.660808,999,4323.149786
0.661596,999,4326.974845
0.641196,999,4330.79744
0.77239,999,4334.569688
0.782421,999,4338.305099
0.700278,999,4342.043263
0.804955,999,4345.776974
0.710129,999,4349.502059
0.604496,999,4353.237623
0.681787,999,4356.959282
0.754764,999,4360.68782
0.8639,999,4364.406793
0.917281,999,4368.146355
0.788773,999,4371.880561
0.534991,999,4375.611139
0.806399,999,4379.341856
0.72421,999,4383.074203
0.769118,999,4386.840069
0.631733,999,4409.586938
0.572432,999,4413.333913
0.760888,999,4417.149501
0.812385,999,4420.917632
0.852999,999,4424.692497
0.648476,999,4428.468151
0.659205,999,4432.239807
0.664979,999,4436.026419
0.838445,999,4439.795479
0.771942,999,4443.568018
0.654466,999,4447.287643
0.871903,999,4451.028129
0.609188,999,4454.757843
0.55449,999,4458.483709
0.897849,999,4462.223585
0.744459,999,4465.954603
0.764927,999,4469.669309
0.77188,999,4473.390467
0.606727,999,4477.108404
0.811108,999,4480.82768
0.691728,999,4484.538661
0.882626,999,4488.248227
0.712391,999,4491.979271
0.735192,999,4495.701504
0.726878,999,4499.416102
0.562755,999,4503.134408
0.681054,999,4506.841942
0.740549,999,4510.559479
0.780243,999,4514.283442
0.808885,999,4517.998832
0.662045,999,4521.729486
0.591157,999,4525.442938
0.620652,999,4529.16059
0.590494,999,4532.878102
0.764394,999,4536.599966
